Author,BookTitle,Date,PriceAPaperback,PriceBkindle,Ratings,SummaryAuthor,XcoverPicture
Violet Kupersmith,  Build Your House Around My Body: A Novel ,  Kindle Edition , 11.99 ," 23.99 , 18.99 ",618 ,,
Tao Wong,  The Adventurer’s Bond: A Young Adult LitRPG Fantasy Adventure (Adventures on Brad Book 5) ,  Kindle Edition , 0.99 , 12.99 ,287 ,"Tao Wong is a Canadian self-published author based in the Yukon. Yes, that Yukon. As a reader, he's an avid fan of science fiction and fantasy, having cut my teeth decades ago on Dragonlance, Terry Brooks and Asimov before graduating to Jordan, Gaiman, Bujold and more. When he's not writing and working, he's practicing martial arts, reading (even more!) and taking care of his family. Other hobbies include occasional RPGs and board games as well as picking up new, random skillsets. Tao became a full-time author in 2019 and is now a member of SF Canada, the Science Fiction and Fantasy Writers of America (SFWA) and ALLI.,--This text refers to the , edition.",
Cassandra Clare,  Sword Catcher ,"  Hardcover – October 10, 2023 ", 27.00 , 14.99 ,,"Cassandra Clare, is the author of the #1 ,New York Times,, ,USA Today,, ,Wall Street Journal,, and ,Publishers Weekly, bestselling Shadowhunter Chronicles. She is also the coauthor of the bestselling fantasy series Magisterium with Holly Black. The Shadowhunter Chronicles have been adapted as both a major motion picture and a television series. Her books have more than fifty million copies in print worldwide and have been translated into more than thirty-five languages. Cassandra lives in western Massachusetts with her husband and three fearsome cats.",
,  Wait For Me Yesterday in Spring (Light Novel) ,"   July 12, 2022 ", 14.92 , 8.99 ,27 ,"Mei Hachimoku, is a Japanese author best known for ,The Tunnel to Summer, the Exit of Goodbyes, and ,Wait For Me Yesterday in Spring.,KUKKA, is a Japanese artist whose delicate and evocative artwork has been used in multiple light novels, including ,The Tunnel to Summer, the Exit of Goodbyes, and ,Wait For Me Yesterday in Spring.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
," Speaking Bones: The Dandelion Dynasty, Book 4 ", ,," 9.99 , 14.99 , 22.99 , 65.55 ",321 ,,
Octavia E. Butler,"  Parable of the Sower (Parable, 1) ","   April 30, 2019 ", 13.96 ," 11.99 , 22.47 , 36.14 , 35.65 ","11,256 ","""A brilliant, endlessly rich dystopian novel that pairs well with ,1984, or ,The Handmaid's Tale,, and it's also a fascinating exploration of how crises can fuel new religious and ideological movements.""―,John Green, #1 New York Times bestselling author of Turtles All the Way Down, New York Times,""Butler felt to me like a lighthouse blinking from an island of understanding way out at sea. I had no idea how to get there, but I knew she had found something life-saving. She had found a form of resistance. Butler and other writers like Ursula Le Guin, Toni Morrison and Margaret Atwood...used the tenets of genre to reveal the injustices of the present and imagine our evolution.""―,Brit Marling, New York Times,""In the ongoing contest over which dystopian classic is most applicable to our time, Octavia Butler's 'Parable' books may be unmatched.""―,New Yorker ,""Unnervingly prescient and wise. A worthy read for those intent on building a better world as this pandemic continues to lay bare how untenable, how depravedly unequal, the American way of life is and has always been.""―,Yaa Gyasi, New York Times,""If we're talking must-read authors like Maya Angelou, James Baldwin, and Toni Morrison, the one-and-only Octavia Butler needs be a part of the conversation. The groundbreaking sci-fi and speculative fiction author was a master of spinning imaginative tales that introduced you to both the possibilities -- and dangers -- of the human race, all while offering lessons on tribalism, race, gender, and sexuality.""―,O, The Oprah Magazine,""Octavia Butler's ,Parable of the Sower ,is a stunner. It's a terrifying vision of a dismal future brought on by the willful ignorance, racism and greed of human beings, and an eerily dangerous parallel to our present path. Ms. Butler gives us a satisfying protagonist in the hypersensitive teenager Lauren, whose courage and wits are an infinite source of inspiration.""―,Flea, Wall Street Journal,""A gripping tale of survival and a poignant account of growing up sane in a disintegrating world.""―,New York Times Book Review,""One of the most important and groundbreaking science-fiction authors.""―,Entertainment Weekly,""A powerful story of hope and faith.""―,Denver Post,""There isn't a page in this vivid and frightening story that fails to grip the reader.""―,San Jose Mercury News,""Artfully conceived and elegantly written . . . Butler's success in making Lauren's subsequent odyssey feel real is only the most obvious measure of this fine novel's worth.""―,Cleveland Plain Dealer,""A real gut-wrencher . . . What makes Butler's fiction compelling is that it is as crisply detailed as journalism. . . Often the smallest details are the most revelatory.""―,Washington Post,""A prophetic odyssey.""―,Essence,""Butler tells her story with unusual warmth, sensitivity, honesty, and grace; though science fiction readers will recognize this future Earth, Lauren Olamina and her vision make this novel stand out like a tree among saplings.""―,Publishers Weekly (starred review),""One of science fiction's most important figures, an author who wrote cracking, crackling, accessible and fast-moving adventure stories shot through with trenchant and smart allegories about race, gender and power . . . ,Parable of the Sower, has never been more relevant.""―,Boing Boing,""One of Butler's most visceral, accomplished works . . . this is the stuff of the best dystopian science fiction: a real-life warning made fictional. Even in 1993, Butler understood climate change could well be the spark that ignites the dry kindling of race, class, and religious strife into a conflagration that will consume our nation. If anything, those issues are even more pressing a quarter-century later . . . Butler's vision of hard-won hope in challenging times is more essential now than ever before, and well worth seeking out in this new edition.""―,B&NBlog,""Butler [had a] practically psychic ability to predict the future.""―,New York Magazine, ""The Best Books for Budding Black Feminists, According to Experts"",""A dystopian classic.""―,Kirkus Reviews,""One of the cornerstone works in the genre of Afrofuturism and the broader science fiction genre. The novel is set in a world a mere ten years in the future where water is as precious as oil, communities are ravaged by substance abuse, and a political leader will gain power under a 'Make America Great' slogan.""―,Buzzfeed,""The Earthseed books are instructional in a way that other apocalypse fictions are not . . . they offer something beyond practical preparations: a blueprint for adjusting to uncertainty.""―,Slate,""Serves as a timely reminder for us to take action.""―,Salon.com,""Prescient . . . [Octavia Butler's] work was notable for engaging with issues such as race, gender, sexuality, power and the environment . . . Butler's stories always involve a deeper exploration of societal issues.""―,LA Times,OCTAVIA E. BUTLER,was a renowned writer who received a MacArthur ""Genius"" Grant and PEN West Lifetime Achievement Award for her body of work. She was the author of several award-winning novels including ,Parable of the Sower,, which was a ,New York Times ,Notable Book of the Year, and was acclaimed for her lean prose, strong protagonists, and social observations in stories that range from the distant past to the far future. Sales of her books have increased enormously since her death as the issues she addressed in her Afrofuturistic, feminist novels and short fiction have only become more relevant. She passed away on February 24, 2006.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Nicholas Woods,"  Ebook Your Ticket to Freedom; How Anyone Can Write an Ebook That Sells, Earn a Passive Income, and Escape the 9-5 Forever. ","   September 18, 2022 ", 14.99 ,,48 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Star Wars Jedi: Battle Scars , ,," 14.99 , 20.99 ",,,
Daniel Quinn,  Ishmael:A Novel ,"   May 1, 1995 ", 11.69 ," 12.99 , 30.60 , 5.52 ","4,877 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
"Robert Lanza,Nancy Kress",  Observer: A novel ,  Kindle Edition , 8.49 , 21.99 ,235 ,,
,"  Learn Spanish In 30 Days: Master Common Spanish Phrases, Words, & Greetings For Fast & Simple Communication & Memory Retention For New Learners (Learning Spanish For Beginners) ","   January 11, 2023 ", 19.95 ,,36 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Explore ToWin,  Learn Advanced Spanish for Adults Workbook: Go from Spanish Intermediate to Advanced in 30 Days! (Learn Spanish For Adults) ,"   December 19, 2022 ", 12.97 ,,12 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Titan,  Marvel's Spider-Man: No Way Home The Official Movie Special Book ,"  Hardcover – February 28, 2023 ", 19.99 ,,,"Titan, publishes popular TV and movie-themed titles for franchises ,Star Wars, Star Trek,, and ,Marvel,.",
Robert Kirkman,  Invincible Compendium Volume 1 ,"   Illustrated, August 30, 2011 ", 38.99 , 29.99 ,"6,492 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Heather Walter,  Misrule: Book Two of the Malice Duology ,"  Hardcover – May 10, 2022 ", 15.99 ," 12.99 , 14.99 ",641 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Andy White,  Yatzee Score Pads: 750 Large Print Sheets for Scorekeeping (Score Book) ,"   May 12, 2022 ", 7.50 ,,310 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Brian K Vaughan,"  Saga, Volume 10 (Saga, 10) ","   October 5, 2022 ", 14.99 , 13.99 ,509 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Gryphon in Light ,  Kindle Edition , 14.99 , 28.00 ,,"Praise for Valdemar,""The high stakes and the dangerous journey keep the story moving at a brisk pace. ,Lackey’s characters, meanwhile, are admirable as ever, as they learn to work together. Series fans will not be disappointed."" —,Publishers Weekly,"",Eye Spy, feels like a present written especially for me. You're gonna want to read it. ,This one's a firecracker.,"" —Tor.com,""Whether it's the spellbinding world, the intrigue of the plot, or the simple yet remarkable narrative style—it is impossible to say which of these makes the story so good, but one thing is for sure: ,Closer to Home, marks the beginning of ,another fantastic Lackey series,."" —RT Reviews,""Mags remains an engaging character, and makes a very capable spy/investigator.... His adventures still make ,engrossing reading,."" —,Locus,""Returning to her beloved Valdemar universe, Lackey opens her new series at a pivotal time in the history of Valdemar.... Series fans will enjoy the variations on a familiar theme, while enough information is presented for first-timers to discover ,a world of high adventure and individual courage,. Highly recommended."" —,Library Journal,"",Closer to the Heart, has the two things that have always made me love these books: a richly detailed history of the world, and ,beautiful writing,."" —The Arched Doorway,""Lackey is ,a master at characterization,."" —The Ranting Dragon,Mercedes Lackey, is a full-time writer and has published numerous novels and works of short fiction, including the bestselling Heralds of Valdemar series. She is also a professional lyricist and a licensed wild bird rehabilitator.,--This text refers to the , edition.",
,  Hellsing Deluxe Volume 3 ,"  Hardcover – June 15, 2021 ", 30.99 ,,958 ,"Kohta Hirano is the creator of the ,Drifters, and ,Hellsing, manga series.",
Clare Harris,  Easy ESL Wordfind Challenge: Beginner: Improve your English vocabulary and spelling! Exercise your brain and have fun! Beginner level word search ... adult learners (ESL Word Search Puzzles) ,"   March 8, 2020 ", 6.99 ,,9 ,"""The instructions are easy to follow, and the puzzles are fun for the learners to complete. Based on my personal experience of using the book in class, beginner learners need little to no guidance to complete the puzzles."",From TESOLANZ News, Winter 2022, a review of ,Easy ESL Wordfind Challenge ,and ,ESL Word Search Plus.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Barbara Davis,  The Echo of Old Books: A Novel ,  Kindle Edition , 4.99 ," 18.42 , 12.49 , 29.99 ",,,
Rana Baydoun,"  The Elephant Tooth of '95: An Enchanting Story of Family, Romance and New Beginnings ","   September 8, 2021 ", 15.98 , 23.99 ,51 ,""",The Elephant Tooth of '95: A Story of Family, Romance, and New Beginnings ,is written in a light, conversational style, and while the action has its highs and lows, this is a feel-good read overall. This would appeal to anyone who enjoys personal accounts of everyday experiences, especially those colored by a distinctive cultural and historical setting, as they are in this book. It could make for good beach reading."" - Official Review of Online Book Club,""In equal parts humorous and poignant, The Elephant Tooth of '95 by Rana Baydoun is a wonderful novel whose original plot is buoyed by delightful cultural details. It is a story that inspires strength and hope even during hardship."" ,-  Edith Wairimu for Readers' Favorite.,""An inspiring book for young women to find their way and that taking a chance is a good thing to do to grow as a person. The book took me to another world, and I could not stop reading. It is a story about growing up and overcoming challenges in finding a job, finding love, and your place in society."" -  J M 10 for Online Book Club,""Balances the painful scenes in the story with the livelier sections of Noor's story who always finds the positive and comical in otherwise bad situations. It gives those who have never been in a situation like herself some insight into what life is like in times like hers. Lots of people would relate to this book and could provide them comfort or understanding. It is also a very inspirational book showing how one can strive in such an environment."" - Dagni Botes for Online Book Club,""Through a lens of cheerful naivety, Noor narrates her experiences of starting her career, love, and her quest to find her place in the world. Baydoun takes her readers through the streets of Beirut and explores lovely scenes of Lebanese culture. These vignettes string together a loose plot of a young woman trying to navigate a modernizing world, while still holding on to traditional values. Noor narrates her story with self-deprecating humor that often highlights social differences between her conservative upbringing and the different cultures emerging in Lebanon in the nineties. I would recommend this romance novel as a light summer read."" - Emily Smith for Online Book Club,Rana Baydoun, was born in the buzzing city of Beirut and brought up in a typical Lebanese family amid lots of love and drama. Since she was a little girl, Rana loved telling stories to her school teachers, friends, and hundreds of cousins, aunties, and uncles.Her love for storytelling grew stronger with her when she moved abroad. Even though she lived in amazing cities such as Hamburg, Athens, and Lausanne, Rana always had a strong feeling of nostalgia for her hometown of Beirut. She felt that there was so much more to tell than just the usual cliché news of bombs and power cuts.In her first novel, The Elephant Tooth of 1995 she takes her readers on a compelling rollercoaster journey portraying a typical Lebanese life through the eyes of a young girl called Noor.Rana lives with her husband and three kids and their on & off cat in Dubai.www.ranabaydoun.com",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Destiny Grimoire Anthology, Volume V: Legions Adrift ","  Hardcover – March 14, 2023 ", 22.49 , 9.99 ,,"Bungie, Inc. is an American video game developer based in Bellevue, Washington. Established in 1991, they have developed the hit games, Destiny, Halo, Myth, and Destiny.",
Lumos Learning,  Lumos Skills Mastery tedBook - 8th Grade English Language Arts: Standards-based ELA practice workbook (Skills Mastery by Lumos Learning) ,, 3.19 - 19.95 ,,116 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Merriam-Webster Webster’s Spanish-English Dictionary for Students, Second Edition (English and Spanish Edition) ","   December 30, 2015 ", 4.99 ,,"7,798 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Samantha Shannon,  A Day of Fallen Night (The Roots of Chaos) ,"  Hardcover – February 28, 2023 ", 26.74 , 9.31 ,,"Samantha Shannon ,is the ,New York Times ,and ,Sunday Times ,bestselling author of The Bone Season,series. Her work has been translated into twenty-six languages. Her fourth novel, ,The Priory of the Orange Tree,, was her first outside of The Bone Season series and was a ,New York Times, bestseller. She lives in London. samanthashannon.co.uk / @say_shannon",
Matt Forbeck,  MARVEL MULTIVERSE ROLE-PLAYING GAME: CORE RULEBOOK ,"  Hardcover – August 1, 2023 ", 59.99 ,,,,
Inadvisably Compelled,  Reclusive Mage (Paranoid Mage Book 4) ,  Kindle Edition , 4.99 ,,,,
, Blitz: A Novel , ,," 14.99 , 25.76 , 18.99 , 39.82 ",642 ,,
Christine Feehan,  Dark Memory (A Carpathian Novel Book 37) ,  Kindle Edition , 14.99 , 28.00 ,,"Christine Feehan is the #1, New York Times ,bestselling author of many novels, including the Carpathian series, the GhostWalker series, the Leopard series, the Torpedo Ink series, the Shadow Riders series, and stand-alone romantic suspense novels.,--This text refers to the , edition.",
, Lolth's Warrior: A Novel , ,," 14.99 , 32.00 ",,,
AWE Publishing,"  My Dog Champ Cute Dinosaurs Scissor Skills Coloring Book: Dinosaur in Books, Adorable Activity Skill Pad Practice Workbook for Toddlers, Preschool, ... Kids 1-3, 2-4, 5+ Year Olds, Teens & Adults ","   December 1, 2022 ", 9.99 ,,16 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Sosuke Natsukawa,  The Cat Who Saved Books ,"  Hardcover – September 16, 2021 ", 14.43 ," 12.99 , 16.99 , 20.30 ","1,762 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
"Jin Yong,Anna Holmwood",  A Hero Born: The Definitive Edition (Legends of the Condor Heroes Book 1) ,  Kindle Edition , 12.99 ," 20.74 , 18.93 , 39.45 ",723 ,"--This text refers to the , edition.,Jin Yong, (pen name of Louis Cha) was a true phenomenon in the Chinese-speaking world. Born in Mainland China, he spent most of his life writing novels and editing newspapers in Hong Kong. His enormously popular martial arts novels, including the epic Legends of the Condor Heroes series--beginning with ,A Hero Born,--have become modern classics and remain a must-read for readers looking for danger and adventure.,Anna Holmwood ,is a producer and,translator from Chinese and Swedish into English. She is co-founder of the Emerging Translators' Network in the UK.,--This text refers to the , edition.",
Bukky Ekine-Ogunlana,  Tips for #CollegeLife: Powerful College Advice for Excelling as a College Freshman ,"  Hardcover – Large Print, March 5, 2021 ", 16.99 , 14.99 ,14 ,EDITORIAL REVIEWS,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Erik Zidowecki,  Dual Language Word Searches - English - French - Volume 1 ,"   April 12, 2020 ", 9.99 ,,5 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
STP Books,  Grade 6 English Spelling Workbook: Weekly Targeted Practice Worksheets & Spelling Tests (6th Grade English Ages 11-12) ,"   November 13, 2021 ", 8.99 ,,60 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Yana Toboso,"  Black Butler, Vol. 8 (Black Butler, 8) ","   Illustrated, January 24, 2012 ", 13.00 , 6.99 ,547 ,Yana Toboso is the creator of the wildly popular series BLACK BUTLER which is currently serialized in Square Enix's magazine MONTHLY GFantasy. Her previous work was a single volume entitled RUST BLASTER.,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Piper CJ,"  The Sun and Its Shade (The Night and Its Moon, 2) ","   February 28, 2023 ", 16.33 , 5.38 ,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
EE Isherwood,  Neighborhood Watch 5: After the EMP ,  Kindle Edition ,,,4 ,,
,  The Tale of Genji: The Authentic First Translation of the World's Earliest Novel (Tuttle Classics) ,"   April 3, 2018 ", 9.99 , 9.49 ,161 ,"Lady Murasaki Shikibu,, born in the year 978, was a member of the famed Fujiwara clan--one of the most influential families of the Heian period. Her literary ability quickly won her a place in the entourage of the Empress Akiko, whose court valued the rare woman who was a master of writing. After the death of her husband, Murasaki Shikibu immersed herself in Buddhism, and the religion's influences permeate her writing. ,Michael Emmerich, is Associate Professor of Japanese literature at the University of California, Los Angeles. He is the author of ,The Tale of Genji: Translation, Canonization, and World Literature,, the editor of ,Read Real Japanese Fiction: Short Stories by Contemporary Writers, and ,New Penguin Parallel Texts: Short Stories in Japanese,, and the translation of numerous works of premodern, modern and contemporary Japanese Literature. In 2010, he was awarded the Japan-U.S. Friendship Commission Prize for the Translation of Japanese Literature for his translation of Kawakami Hiromi's novel ,Manazuru,.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Rachel Gillig,  One Dark Window (The Shepherd King Book 1) ,  Kindle Edition , 6.99 , 14.39 ,536 ,""",One Dark Window, is an evocative tale of romance, mystery and alluring monsters, told in beautifully lush prose. Rachel Gillig has created a story which left me entranced.""―,Lyndall Clipstone, author of Lakesedge,“[T]he steamy romance that emerges between Elspeth and Ravyn delights. Fans of Sarah J. Maas, Naomi Novak, and Hannah Whitten will want to check this out.”―,Publishers Weekly,""An enchanting tale with sharp claws and teeth—Gillig’s prose will pull you in and won’t let you sleep. Pulse-pounding, darkly whimsical, and aglow with treacherous magic, ,One Dark Window ,is everything I love in fantasy and more""―,Allison Saft, author of A Far Wilder Magic,""A beautifully dark fairy tale of blood, rage and bitter choice, that whisked me away to mist-wreathed woods ripe with romance and menace""―,Davinia Evans, author of Notorious Sorcerer,""A finely detailed magical system enriches Gillig’s debut; fantasy readers will enjoy.""―,Library Journal,--This text refers to the , edition.,Rachel Gillig ,was born and raised on the California coast. She is a writer and a teacher, with a B.A. in Literary Theory and Criticism from UC Davis. If she is not ensconced in blankets dreaming up her next novel, Rachel is in her garden or walking with her husband, son, and their poodle, Wally.,--This text refers to the , edition.",
"Sheree Renée Thomas,Oghenechovwe Donald Ekpeki,Zelda Knight",  Africa Risen: A New Era of Speculative Fiction ,"  Hardcover – November 15, 2022 ", 27.33 , 14.99 ,22 ,"Sheree Renée Thomas, is an award-winning fiction writer, poet, and editor. Her work is inspired by myth and folklore, natural science and the genius of the Mississippi Delta. She is a co-editor of ,Africa Risen: A New Era of Speculative Fiction ,(Tordotcom) and ,Trouble the Waters: Tales of the Deep Blue ,(Third Man Books). Her fiction collection, ,Nine Bar Blues: Stories from an Ancient Future, was a finalist for the 2021 Ignyte, Locus, and World Fantasy Awards. She is the editor of ,The Magazine of Fantasy & Science Fiction, ,associate editor of Obsidian, and also edited the two-time World Fantasy Award-winning groundbreaking anthologies, ,Dark Matter: A Century of Speculative Fiction from the African Diaspora ,and ,Dark Matter: Reading the Bones ,(Grand Central). She lives in Memphis, Tennessee near a river and a pyramid.,Oghenechovwe Donald Ekpeki, is an African speculative fiction writer and editor from Nigeria. He won the Nommo Award for best short story by an African in 2019, the 2020 Otherwise Award, and the HWA diversity grant. He has been a finalist for the Nebula, Locus, BSFA, BFA, Sturgeon, This Is Horror, and Nommo awards. He co-edited the ,Dominion, anthology, is guest editor at Interstellar Flight Press, and is the editor of the first ever Year’s Best African Speculative Fiction anthology. His written works have appeared and are forthcoming in ,Tor.com,, NBC, ,Strange Horizons,, ,Cosmic Roots and Eldritch Shores,, ,Galaxy’s Edge, and more.,Zelda Knight, is a ,USA Today, bestselling author, British Fantasy Award-winning editor, and diverse bookseller. She writes speculative romance for all orientations. She’s also the publisher and editor-in-chief of Aurelia Leo, an independent Nebula Award-nominated press based in Louisville, Kentucky. Zelda co-edited ,Dominion: An Anthology of Speculative Fiction from Africa and the African Diaspora,, which has received critical acclaim, and ,Africa Risen: A New Era of Speculative Fiction,. Keep in touch on Facebook, Twitter, Instagram, TikTok, and Goodreads, or visit her website.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Gena Showalter,  The Phantom: A Paranormal Novel (Rise of the Warlords Book 3) ,  Kindle Edition , 12.99 , 26.99 ,,"""One of the premier authors of paranormal romance. Gena Showalter delivers an utterly spellbinding story!""—Kresley Cole, #1 ,New York Times ,bestselling author,""Gena Showalter never fails to dazzle.""—Jeaniene Frost, ,New York Times ,bestselling author,""Showalter...rocks me every time!""—Sylvia Day, #1 ,New York Times ,bestselling author,""Showalter writes fun, sexy characters you fall in love with!""—Lori Foster, ,New York Times ,bestselling author,""Showalter makes romance sizzle on every page!""—Jill Shalvis, ,New York Times ,bestselling author,""Gena Showalter is a romantic genius.""—,San Francisco Book Review,--This text refers to an alternate , edition.,Gena Showalter is the New York Times and USA Today bestselling author of over fifty novels in multiple series. She writes paranormal romance, contemporary romance, fantasy, and young-adult novels.,--This text refers to an alternate , edition.",
Kentaro Miura,"  Berserk, Vol. 2 ","   January 1, 2004 ", 13.49 , 11.99 ,"2,436 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Annie Lena Day,  Cursive Writing with Ms. Penn: The Easy Way to Learn Cursive ,"   December 9, 2022 ", 13.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Explore ToWin,  Learn Intermediate Spanish for Adults Workbook: Go from Spanish Beginner to Intermediate in 30 Days! (Learn Spanish For Adults) ,"   July 18, 2022 ", 12.97 , 25.97 ,47 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Composition Notebook: Two-Side Patterned College Ruled Notebook 120 Pages with Japanese Cherry Blossoms for Girls Teens Women Students ,"   August 9, 2021 ", 6.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Scholastic Panda Education,"  Cursive Handwriting Practice Workbook for 3rd 4th 5th Graders: Cursive Letter Tracing Book, Cursive Handwriting Workbook for Kids to Master Letters, ... Writing Practice (Elementary Books for Kids) ","   December 12, 2020 ", 9.97 ,,38 ,"Helping kids grow and learn is our ultimate goal. Which is why we build fun into learning without sacrificing content. We know what is difficult and what is exciting for them, what sparks their imagination and makes them smile. Mixing challenge with reward is critical to your child's success. We cherish the feedback we receive from parents and teachers. And, based upon what we hear, we create fun and engaging learning materials that help prepare kids for success in school and life. Scholastic Panda Education brings quality practical books for kids with creativity and meticulous attention to detail, as well as a collective commitment to kids' well-being, education, and entertainment. In the end, our passion is to inspire children to become the best versions of themselves.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
